sep 21/16:30:38.546 DEBUG2 : 		

StartSession()

sep 21/16:30:38.546 INFO   : Debug Log(info): Loading the I-jet driver
sep 21/16:33:21.091 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.091 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.091 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.091 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.093 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.093 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.093 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.093 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.093 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.103 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.103 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.103 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.103 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.103 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.103 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.117 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.117 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.117 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.117 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.117 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.117 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.117 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.119 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.121 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.121 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.123 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.123 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.123 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.123 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.123 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.123 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.123 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.123 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.123 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.123 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.123 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.124 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.124 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.135 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.135 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.135 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.135 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.135 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.135 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.147 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.147 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.147 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.148 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.148 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.148 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.148 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.149 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.152 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.152 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.153 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.154 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.154 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.154 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.154 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.154 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.154 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.154 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.155 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.155 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.155 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.155 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.155 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.166 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.166 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.166 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.166 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.166 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.166 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.179 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.179 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.179 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.179 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.179 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.179 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.179 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.180 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.184 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.184 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.185 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.185 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.185 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.186 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.186 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.186 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.186 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.186 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.186 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.186 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.186 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.187 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.187 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.198 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.198 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.198 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.198 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.198 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.198 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.210 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.210 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.210 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.210 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.210 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.210 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.210 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.211 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.215 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.215 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.216 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.216 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.216 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.216 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.216 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.216 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.216 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.216 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.217 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.217 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.217 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.218 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.218 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.228 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.228 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.228 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.228 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:33:21.228 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.228 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.241 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.241 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.241 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.241 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.241 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.241 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.241 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.242 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.245 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.245 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.246 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.247 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.247 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.247 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.247 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.247 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.247 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.247 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.248 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.248 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.248 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.248 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.248 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.260 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.260 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.260 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.260 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.260 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.260 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.273 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.273 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.273 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.273 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.273 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.273 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.273 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.274 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.278 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.278 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.279 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.279 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.279 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.280 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.280 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.280 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.280 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.280 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.280 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.280 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.280 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.281 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.281 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.292 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.292 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.292 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.292 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:33:21.292 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.292 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.304 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.304 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.304 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.304 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.304 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.304 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.304 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.305 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.309 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.309 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.310 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.310 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.310 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.311 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.311 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.311 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:21.312 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.312 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:21.312 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:21.312 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:21.312 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:21.312 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:21.312 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:21.323 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:21.323 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:21.323 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:21.323 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:21.323 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:21.323 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:21.335 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:21.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:21.336 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:21.336 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:21.336 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:21.336 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:21.336 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:21.337 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:21.339 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:21.339 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002170 (268444016)
sep 21/16:33:21.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:21.340 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:21.340 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:21.340 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:21.341 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:21.341 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
